epoch,accuracy,loss,lr,val_accuracy,val_loss
101,0.871999979019165,0.4245375692844391,0.023164561,0.9054960012435913,0.3883052468299866
102,0.8784999847412109,0.408352792263031,0.023164561,0.9008042812347412,0.39955025911331177
103,0.8773333430290222,0.42468252778053284,0.023164561,0.9061661958694458,0.3744332194328308
104,0.8831666707992554,0.413054496049881,0.023164561,0.9054960012435913,0.38828012347221375
105,0.8769999742507935,0.42298734188079834,0.023164561,0.9034852385520935,0.3817517161369324
106,0.8774166703224182,0.4216856360435486,0.023164561,0.8994638323783875,0.3917332887649536
107,0.8736666440963745,0.43251925706863403,0.023164561,0.904825747013092,0.39522138237953186
108,0.8867499828338623,0.3968718647956848,0.023164561,0.9034852385520935,0.3880573809146881
109,0.8810833096504211,0.40135815739631653,0.023164561,0.9034852385520935,0.3822398781776428
110,0.8795833587646484,0.4133194088935852,0.023164561,0.9081769585609436,0.37875035405158997
111,0.8844166398048401,0.4037092626094818,0.023164561,0.9041554927825928,0.39226198196411133
112,0.8859166502952576,0.3899000585079193,0.023164561,0.9008042812347412,0.39596128463745117
113,0.8870833516120911,0.384955495595932,0.023164561,0.9014745354652405,0.4058094620704651
114,0.8861666917800903,0.3947591185569763,0.023164561,0.9041554927825928,0.39318862557411194
115,0.8872500061988831,0.39727556705474854,0.023164561,0.9054960012435913,0.3709007501602173
116,0.8846666812896729,0.39929378032684326,0.023164561,0.9088472127914429,0.368409663438797
117,0.8801666498184204,0.4096687436103821,0.023164561,0.904825747013092,0.3857108950614929
118,0.8841666579246521,0.40269938111305237,0.023164561,0.9014745354652405,0.38605865836143494
119,0.8887500166893005,0.39133962988853455,0.023164561,0.9041554927825928,0.3739365339279175
120,0.8894166946411133,0.39503878355026245,0.01702808,0.9068364500999451,0.3675132393836975
121,0.8849999904632568,0.395659476518631,0.01702808,0.9061661958694458,0.3688068091869354
122,0.8915833234786987,0.38926273584365845,0.01702808,0.9001340270042419,0.3900412321090698
123,0.8893333077430725,0.3883534371852875,0.01702808,0.9095174074172974,0.3847525715827942
124,0.8914166688919067,0.37455281615257263,0.01702808,0.9075067043304443,0.37722840905189514
125,0.8862500190734863,0.3944980204105377,0.01702808,0.9088472127914429,0.3716336190700531
126,0.887416660785675,0.3887772560119629,0.01702808,0.9034852385520935,0.3810057044029236
127,0.8897500038146973,0.38054341077804565,0.01702808,0.904825747013092,0.38506880402565
128,0.8910833597183228,0.37451013922691345,0.01702808,0.9028149843215942,0.388234943151474
129,0.8885833621025085,0.37026745080947876,0.01702808,0.9061661958694458,0.3845856785774231
130,0.8925833106040955,0.37512362003326416,0.01702808,0.9068364500999451,0.390036404132843
131,0.89041668176651,0.3779104948043823,0.01702808,0.9061661958694458,0.381216824054718
132,0.8877500295639038,0.3829946219921112,0.01702808,0.9054960012435913,0.38302597403526306
133,0.8958333134651184,0.37612301111221313,0.01702808,0.9088472127914429,0.3770340383052826
134,0.890666663646698,0.3893028497695923,0.01702808,0.9095174074172974,0.37335702776908875
135,0.8975833058357239,0.362378865480423,0.01702808,0.9101876616477966,0.38382455706596375
136,0.8942499756813049,0.37512829899787903,0.01702808,0.9088472127914429,0.38674235343933105
137,0.8913333415985107,0.37349453568458557,0.01702808,0.9075067043304443,0.3896942138671875
138,0.893833339214325,0.37652045488357544,0.01702808,0.9075067043304443,0.38574886322021484
139,0.8939999938011169,0.359574556350708,0.01702808,0.9021447896957397,0.40650442242622375
140,0.8943333625793457,0.3695659935474396,0.011891344,0.9081769585609436,0.38713812828063965
141,0.8958333134651184,0.3682202100753784,0.011891344,0.9108579158782959,0.3806019425392151
142,0.8944166898727417,0.3776247501373291,0.011891344,0.9068364500999451,0.38947761058807373
143,0.8958333134651184,0.3648652732372284,0.011891344,0.9054960012435913,0.394827663898468
144,0.8979166746139526,0.3635992109775543,0.011891344,0.9075067043304443,0.384385883808136
145,0.8969166874885559,0.36673232913017273,0.011891344,0.9142091274261475,0.36932945251464844
146,0.8961666822433472,0.365644246339798,0.011891344,0.9088472127914429,0.3832997679710388
147,0.8955000042915344,0.3675660789012909,0.011891344,0.9088472127914429,0.38430729508399963
148,0.8951666951179504,0.36524859070777893,0.011891344,0.9108579158782959,0.3831563889980316
149,0.9020000100135803,0.3513941764831543,0.011891344,0.9115281701087952,0.38022541999816895
150,0.8947499990463257,0.37696903944015503,0.011891344,0.9101876616477966,0.38076987862586975
151,0.9004166722297668,0.3506690561771393,0.011891344,0.9081769585609436,0.378717839717865
152,0.8927500247955322,0.35898837447166443,0.011891344,0.9068364500999451,0.381162166595459
153,0.8964999914169312,0.3676581084728241,0.011891344,0.9041554927825928,0.39806681871414185
154,0.8953333497047424,0.3658607304096222,0.011891344,0.9068364500999451,0.39926978945732117
155,0.8989166617393494,0.3564581573009491,0.011891344,0.9081769585609436,0.3887854814529419
156,0.893916666507721,0.3742384910583496,0.011891344,0.9068364500999451,0.39080920815467834
157,0.8966666460037231,0.3580166697502136,0.011891344,0.9081769585609436,0.39991167187690735
158,0.9035000205039978,0.34454020857810974,0.011891344,0.9101876616477966,0.37927818298339844
159,0.9028333425521851,0.350423663854599,0.011891344,0.9081769585609436,0.3857349157333374
160,0.9022499918937683,0.3528343439102173,0.007888961,0.9095174074172974,0.38154879212379456
161,0.8988333344459534,0.3520057797431946,0.007888961,0.9075067043304443,0.38615426421165466
162,0.9020000100135803,0.3522530198097229,0.007888961,0.9081769585609436,0.38331326842308044
163,0.8961666822433472,0.3707807660102844,0.007888961,0.9095174074172974,0.3887075185775757
164,0.9053333401679993,0.34186992049217224,0.007888961,0.9115281701087952,0.3817506730556488
165,0.902916669845581,0.3455497920513153,0.007888961,0.9068364500999451,0.3943016231060028
166,0.903333306312561,0.34866997599601746,0.007888961,0.9101876616477966,0.38355135917663574
167,0.8971666693687439,0.37137922644615173,0.007888961,0.9115281701087952,0.3853137195110321
168,0.9026666879653931,0.3422681987285614,0.007888961,0.9061661958694458,0.3854861855506897
169,0.8979166746139526,0.3578569293022156,0.007888961,0.9054960012435913,0.3842853307723999
170,0.9070000052452087,0.34610411524772644,0.007888961,0.9075067043304443,0.3781728744506836
171,0.9049999713897705,0.34835538268089294,0.007888961,0.9068364500999451,0.38257622718811035
172,0.9026666879653931,0.34492161870002747,0.007888961,0.9095174074172974,0.3823886513710022
173,0.8988333344459534,0.36481696367263794,0.007888961,0.9054960012435913,0.3829289376735687
174,0.9014999866485596,0.3496796190738678,0.007888961,0.9115281701087952,0.3815895617008209
175,0.9009166955947876,0.34498831629753113,0.007888961,0.9101876616477966,0.3816298842430115
176,0.8973333239555359,0.34956857562065125,0.007888961,0.9101876616477966,0.3852105736732483
177,0.9028333425521851,0.3463991582393646,0.007888961,0.9068364500999451,0.39521923661231995
178,0.8984166383743286,0.3601008653640747,0.007888961,0.9075067043304443,0.38939833641052246
179,0.8993333578109741,0.3672592341899872,0.007888961,0.9081769585609436,0.3882100284099579
180,0.8995833396911621,0.3590743839740753,0.0049720127,0.9095174074172974,0.38232421875
181,0.8987500071525574,0.3602725863456726,0.0049720127,0.9088472127914429,0.3855612874031067
182,0.9019166827201843,0.3430555760860443,0.0049720127,0.9088472127914429,0.38692227005958557
183,0.9089999794960022,0.3251524567604065,0.0049720127,0.9088472127914429,0.38523492217063904
184,0.8985000252723694,0.35662806034088135,0.0049720127,0.9075067043304443,0.38814792037010193
185,0.9050833582878113,0.33900710940361023,0.0049720127,0.9081769585609436,0.38572418689727783
186,0.9045000076293945,0.3419629633426666,0.0049720127,0.9088472127914429,0.3960300087928772
187,0.9039999842643738,0.33835330605506897,0.0049720127,0.9068364500999451,0.3994847536087036
188,0.9019166827201843,0.3417046368122101,0.0049720127,0.9068364500999451,0.3883416950702667
189,0.9006666541099548,0.35672375559806824,0.0049720127,0.9101876616477966,0.3832279145717621
190,0.9045833349227905,0.3390262722969055,0.0049720127,0.9088472127914429,0.39224520325660706
191,0.9020000100135803,0.3469143211841583,0.0049720127,0.9101876616477966,0.3860093057155609
192,0.903249979019165,0.350577175617218,0.0049720127,0.9101876616477966,0.39387425780296326
193,0.9054166674613953,0.3395138680934906,0.0049720127,0.9115281701087952,0.3810635209083557
194,0.9028333425521851,0.3408726155757904,0.0049720127,0.9081769585609436,0.39233532547950745
195,0.9048333168029785,0.33784663677215576,0.0049720127,0.9101876616477966,0.3863675594329834
196,0.9044166803359985,0.3521254062652588,0.0049720127,0.9115281701087952,0.3876878619194031
197,0.9020000100135803,0.33820390701293945,0.0049720127,0.9095174074172974,0.38562989234924316
198,0.9045833349227905,0.3404020667076111,0.0049720127,0.9081769585609436,0.38248929381370544
199,0.906000018119812,0.345436155796051,0.0049720127,0.9095174074172974,0.39022067189216614
200,0.9049999713897705,0.3300331234931946,0.0029769277,0.9088472127914429,0.38354384899139404
201,0.9074166417121887,0.3333507478237152,0.0029769277,0.9101876616477966,0.3865137994289398
202,0.9000833630561829,0.35154324769973755,0.0029769277,0.9088472127914429,0.38649165630340576
203,0.9049999713897705,0.3346782326698303,0.0029769277,0.9095174074172974,0.38129156827926636
204,0.9039999842643738,0.33630529046058655,0.0029769277,0.9088472127914429,0.3824685513973236
205,0.9024166464805603,0.34255677461624146,0.0029769277,0.9088472127914429,0.38430699706077576
206,0.8990833163261414,0.3469342887401581,0.0029769277,0.9095174074172974,0.3845423460006714
207,0.906000018119812,0.3393944501876831,0.0029769277,0.9054960012435913,0.3985954523086548
208,0.9045833349227905,0.33957818150520325,0.0029769277,0.9095174074172974,0.3861570358276367
209,0.9075000286102295,0.33337947726249695,0.0029769277,0.9095174074172974,0.38330981135368347
210,0.9049166440963745,0.3523852229118347,0.0029769277,0.904825747013092,0.39936408400535583
211,0.902999997138977,0.34437280893325806,0.0029769277,0.9075067043304443,0.38534048199653625
212,0.9079999923706055,0.3337559401988983,0.0029769277,0.9081769585609436,0.38561925292015076
213,0.9018333554267883,0.34686046838760376,0.0029769277,0.9088472127914429,0.38647350668907166
214,0.9077500104904175,0.32841771841049194,0.0029769277,0.9088472127914429,0.37956032156944275
215,0.9086666703224182,0.32933667302131653,0.0029769277,0.9095174074172974,0.3787127137184143
216,0.903083324432373,0.34847328066825867,0.0029769277,0.9108579158782959,0.38196098804473877
217,0.906583309173584,0.333021879196167,0.0029769277,0.9068364500999451,0.39488476514816284
218,0.902999997138977,0.3426376283168793,0.0029769277,0.9068364500999451,0.39152446389198303
219,0.9020000100135803,0.34186235070228577,0.0029769277,0.9115281701087952,0.37880879640579224
220,0.9137499928474426,0.31896382570266724,0.0016932767,0.9054960012435913,0.39647749066352844
221,0.9127500057220459,0.32370010018348694,0.0016932767,0.9115281701087952,0.38051116466522217
222,0.9013333320617676,0.3449426591396332,0.0016932767,0.9115281701087952,0.3858100473880768
223,0.9071666598320007,0.33084601163864136,0.0016932767,0.9121983647346497,0.38533133268356323
224,0.9038333296775818,0.33615270256996155,0.0016932767,0.9095174074172974,0.38746756315231323
225,0.9045833349227905,0.34596097469329834,0.0016932767,0.9101876616477966,0.3822929561138153
226,0.9043333530426025,0.3496556282043457,0.0016932767,0.9095174074172974,0.3827873766422272
227,0.9028333425521851,0.34915146231651306,0.0016932767,0.9095174074172974,0.3846808969974518
228,0.909166693687439,0.33354634046554565,0.0016932767,0.9068364500999451,0.38822177052497864
229,0.9054166674613953,0.3395315110683441,0.0016932767,0.9108579158782959,0.389752060174942
230,0.90625,0.33261945843696594,0.0016932767,0.9034852385520935,0.39786043763160706
231,0.9005833268165588,0.35989078879356384,0.0016932767,0.9095174074172974,0.3884166181087494
232,0.9037500023841858,0.33606934547424316,0.0016932767,0.9075067043304443,0.3961414396762848
233,0.9075833559036255,0.3298758864402771,0.0016932767,0.9115281701087952,0.37461692094802856
234,0.9055833220481873,0.3293660283088684,0.0016932767,0.9121983647346497,0.3823264539241791
235,0.9054166674613953,0.3273576498031616,0.0016932767,0.9095174074172974,0.3914358913898468
236,0.9039999842643738,0.3464256227016449,0.0016932767,0.9108579158782959,0.39063605666160583
237,0.9070833325386047,0.343335896730423,0.0016932767,0.9101876616477966,0.38491857051849365
238,0.9089999794960022,0.33410805463790894,0.0016932767,0.9108579158782959,0.3813110291957855
239,0.9067500233650208,0.32082629203796387,0.0016932767,0.9095174074172974,0.38714951276779175
240,0.903166651725769,0.35177600383758545,0.00091497914,0.9101876616477966,0.38326898217201233
241,0.9088333249092102,0.33977192640304565,0.00091497914,0.9088472127914429,0.38539209961891174
242,0.909166693687439,0.33513006567955017,0.00091497914,0.9108579158782959,0.38139599561691284
243,0.9113333225250244,0.3198300898075104,0.00091497914,0.9108579158782959,0.3873867392539978
244,0.909500002861023,0.3313016891479492,0.00091497914,0.9115281701087952,0.38102588057518005
245,0.906166672706604,0.34136050939559937,0.00091497914,0.9108579158782959,0.3865432143211365
246,0.9073333144187927,0.3249853849411011,0.00091497914,0.9095174074172974,0.3864327073097229
247,0.9041666388511658,0.3522399067878723,0.00091497914,0.9108579158782959,0.3849750757217407
248,0.9034166932106018,0.333535760641098,0.00091497914,0.9135388731956482,0.3812149167060852
249,0.9104166626930237,0.32147637009620667,0.00091497914,0.9095174074172974,0.38686269521713257
250,0.9016666412353516,0.34015655517578125,0.00091497914,0.9101876616477966,0.38593244552612305
251,0.903083324432373,0.34526002407073975,0.00091497914,0.9088472127914429,0.3895624876022339
252,0.9081666469573975,0.34098511934280396,0.00091497914,0.9115281701087952,0.3819367289543152
253,0.9088333249092102,0.328349769115448,0.00091497914,0.9108579158782959,0.3829452395439148
254,0.906000018119812,0.34238407015800476,0.00091497914,0.9095174074172974,0.38834112882614136
255,0.9079166650772095,0.3279188275337219,0.00091497914,0.9121983647346497,0.38600611686706543
256,0.9066666960716248,0.33036550879478455,0.00091497914,0.9128686189651489,0.38067078590393066
257,0.9075833559036255,0.3427421748638153,0.00091497914,0.9108579158782959,0.3911415934562683
258,0.8988333344459534,0.36843207478523254,0.00091497914,0.9108579158782959,0.3887298107147217
259,0.9045833349227905,0.3374919295310974,0.00091497914,0.9115281701087952,0.3886117935180664
260,0.906416654586792,0.34123384952545166,0.0004696973,0.9108579158782959,0.3849664330482483
261,0.9056666493415833,0.3326255679130554,0.0004696973,0.9095174074172974,0.39458051323890686
262,0.903166651725769,0.3433418273925781,0.0004696973,0.9088472127914429,0.3923756182193756
263,0.9078333377838135,0.3377740681171417,0.0004696973,0.9088472127914429,0.39143645763397217
264,0.906583309173584,0.34713923931121826,0.0004696973,0.9115281701087952,0.3876362144947052
265,0.9070000052452087,0.3365878760814667,0.0004696973,0.9101876616477966,0.384703129529953
266,0.9041666388511658,0.33378374576568604,0.0004696973,0.9101876616477966,0.389981746673584
267,0.9047499895095825,0.34033137559890747,0.0004696973,0.9121983647346497,0.38909393548965454
268,0.9053333401679993,0.3416859805583954,0.0004696973,0.9095174074172974,0.3869703412055969
269,0.9050833582878113,0.34126055240631104,0.0004696973,0.9121983647346497,0.3879997134208679
270,0.9096666574478149,0.3407619297504425,0.0004696973,0.9101876616477966,0.38605165481567383
271,0.9079166650772095,0.3360103964805603,0.0004696973,0.9101876616477966,0.38502469658851624
272,0.9112499952316284,0.3210415244102478,0.0004696973,0.9121983647346497,0.38482674956321716
273,0.909333348274231,0.3379538357257843,0.0004696973,0.9075067043304443,0.3921363949775696
274,0.9046666622161865,0.3332633376121521,0.0004696973,0.9101876616477966,0.3869295120239258
275,0.906333327293396,0.3358853757381439,0.0004696973,0.9115281701087952,0.3864547610282898
276,0.9138333201408386,0.319893479347229,0.0004696973,0.9108579158782959,0.39004579186439514
277,0.906583309173584,0.32152196764945984,0.0004696973,0.9108579158782959,0.38668349385261536
278,0.90625,0.332930326461792,0.0004696973,0.9108579158782959,0.3910984992980957
279,0.9099166393280029,0.3315129280090332,0.0004696973,0.9101876616477966,0.38350462913513184
280,0.9047499895095825,0.3373323678970337,0.00022905962,0.9101876616477966,0.3906160891056061
281,0.9149166941642761,0.3071824312210083,0.00022905962,0.9115281701087952,0.38511765003204346
282,0.9056666493415833,0.3357926607131958,0.00022905962,0.9101876616477966,0.38724491000175476
283,0.9079999923706055,0.33773595094680786,0.00022905962,0.9101876616477966,0.3831406235694885
284,0.9066666960716248,0.3358636796474457,0.00022905962,0.9115281701087952,0.39100831747055054
285,0.9051666855812073,0.337705135345459,0.00022905962,0.9108579158782959,0.3862016201019287
286,0.9079166650772095,0.32946255803108215,0.00022905962,0.9095174074172974,0.384859561920166
287,0.9084166884422302,0.3272465765476227,0.00022905962,0.9075067043304443,0.39056235551834106
288,0.9074166417121887,0.3309611678123474,0.00022905962,0.9115281701087952,0.3867581784725189
289,0.9044166803359985,0.34168103337287903,0.00022905962,0.9101876616477966,0.3893755078315735
290,0.9084166884422302,0.3293127715587616,0.00022905962,0.9068364500999451,0.3911491930484772
291,0.9078333377838135,0.32961878180503845,0.00022905962,0.9115281701087952,0.37900638580322266
292,0.9051666855812073,0.34242022037506104,0.00022905962,0.9101876616477966,0.39190319180488586
293,0.906166672706604,0.33774518966674805,0.00022905962,0.9095174074172974,0.39783167839050293
294,0.9068333506584167,0.3292303681373596,0.00022905962,0.9095174074172974,0.3914407789707184
295,0.9077500104904175,0.33430972695350647,0.00022905962,0.9115281701087952,0.3887006342411041
296,0.9085833430290222,0.3311351239681244,0.00022905962,0.9115281701087952,0.38526245951652527
297,0.906499981880188,0.3350299894809723,0.00022905962,0.9108579158782959,0.3833666443824768
298,0.9108333587646484,0.3256404995918274,0.00022905962,0.9108579158782959,0.3855639100074768
299,0.9082499742507935,0.32325637340545654,0.00022905962,0.9101876616477966,0.38794606924057007
