epoch,f_mera,loss,val_f_mera,val_loss
0,0.526652,0.0072542297865390605,0.5222110748291016,0.007945787161588669
1,0.56905174,0.006290336429591239,0.4750772714614868,0.01689867489039898
2,0.578616,0.006044427654401743,0.4808262288570404,0.007922301068902016
3,0.5833075,0.005936139040382352,0.5418580174446106,0.011549295857548714
4,0.58650106,0.005850980310333099,0.5360010862350464,0.005133891478180885
5,0.58863217,0.005786988491693678,0.5010549426078796,0.007384108379483223
6,0.59146225,0.005717284753130281,0.5551133751869202,0.007797884289175272
7,0.5922568,0.005657596627339279,0.5525755286216736,0.009122016839683056
8,0.5953037,0.005607236351994282,0.5521737933158875,0.007675746455788612
9,0.5964452,0.005582136764564363,0.5177950263023376,0.00791099388152361
10,0.59553987,0.005568555986406065,0.5664513111114502,0.011317050084471703
11,0.59746426,0.005516024798963891,0.5618510842323303,0.006737574469298124
12,0.59850895,0.005493440975874546,0.5597872734069824,0.007251355797052383
13,0.59973484,0.005465443291295681,0.5665377974510193,0.010565007105469704
14,0.6005953,0.005446379789972188,0.5757051110267639,0.009877731092274189
15,0.6015599,0.005438040730489808,0.5553073883056641,0.006573665887117386
16,0.60143006,0.005420327046980807,0.5590008497238159,0.011524788103997707
17,0.6033439,0.005384898214625244,0.5809518098831177,0.005585290491580963
18,0.60388434,0.005370567224055579,0.5869798064231873,0.012279009446501732
19,0.60385084,0.005369295610178031,0.5548773407936096,0.00823538564145565
20,0.60514635,0.005353854347166185,0.5499003529548645,0.008341330103576183
21,0.60539114,0.005329921104799482,0.5299387574195862,0.009423789568245411
22,0.6067769,0.005327128735545803,0.5582359433174133,0.00438495771959424
23,0.60697067,0.005312983658350683,0.5596424341201782,0.008074966259300709
24,0.6076678,0.005296186227155975,0.5760326385498047,0.007120560389012098
25,0.6084135,0.005292948186460943,0.5642375946044922,0.008291277103126049
26,0.609372,0.005271913051229839,0.5822367072105408,0.005211193114519119
27,0.60916996,0.005263874128526023,0.5169923305511475,0.0072853779420256615
28,0.6099755,0.005252192451682658,0.5821741819381714,0.007852738723158836
29,0.6106432,0.005243533497486521,0.5693986415863037,0.010142238810658455
30,0.61057144,0.00523917934370554,0.5712884068489075,0.008763793855905533
31,0.6112866,0.005229517869675581,0.5382847785949707,0.0061483304016292095
32,0.61132264,0.005220412563219758,0.5687097907066345,0.00555578526109457
33,0.61220473,0.005211622651030937,0.5887376666069031,0.009039690718054771
34,0.61224204,0.005200825951309801,0.5854751467704773,0.009738309308886528
35,0.6130473,0.005192730298669179,0.5657711029052734,0.010427272878587246
36,0.61346227,0.0051978412717816865,0.5804222822189331,0.005231183022260666
37,0.61355877,0.005173948680271006,0.5524301528930664,0.007548882160335779
38,0.6134545,0.005175390938390396,0.5660025477409363,0.005007277242839336
39,0.61382556,0.005181990745673924,0.5807053446769714,0.004211864434182644
40,0.615146,0.005149627489641401,0.5734351873397827,0.0059478674083948135
41,0.61514974,0.005162871937768992,0.5736729502677917,0.008197803981602192
42,0.6150563,0.005142753296968181,0.5776470899581909,0.005642566829919815
43,0.6160413,0.005131651449299822,0.6015387177467346,0.0087742879986763
44,0.61585325,0.005139723320613583,0.5978009700775146,0.013237591832876205
45,0.6146298,0.005150161725404997,0.5908867716789246,0.008900097571313381
46,0.61622876,0.005122221782160892,0.5844887495040894,0.010506825521588326
47,0.6177306,0.005110559933919791,0.5964575409889221,0.013791579753160477
48,0.6167271,0.0051137438635719245,0.5707880854606628,0.006955632008612156
49,0.61763006,0.0051185878113488075,0.5755833983421326,0.00610324926674366
50,0.61680573,0.005122833087331186,0.5811629295349121,0.006795158609747887
51,0.6181152,0.005093957883437692,0.5684415698051453,0.008733095601201057
52,0.6185858,0.00509895981014884,0.5749068856239319,0.005541771650314331
53,0.618432,0.005102336293266124,0.6041693687438965,0.016207866370677948
54,0.6186092,0.0050873870273568655,0.5830078721046448,0.010342910885810852
55,0.61915696,0.0050869433945407,0.5893508791923523,0.005372629500925541
56,0.6192497,0.005085640260563562,0.5795598030090332,0.015802163630723953
57,0.61907333,0.005077421295899516,0.592212975025177,0.005210604518651962
58,0.6188105,0.005076982572181403,0.5952295660972595,0.004075935110449791
59,0.6191077,0.005072716982640695,0.599588930606842,0.006655378267168999
60,0.61970854,0.005063482152262828,0.6035003066062927,0.007316634990274906
61,0.619748,0.0050660730404616106,0.5949844121932983,0.008022165857255459
62,0.61994183,0.00505076042860299,0.5864697098731995,0.004454521927982569
63,0.61947894,0.005066999921839969,0.608534574508667,0.0058644055388867855
64,0.6208169,0.0050482691664908395,0.5799843072891235,0.0036935722455382347
65,0.6204152,0.005057107288471238,0.5888614058494568,0.005150063894689083
66,0.62085277,0.005037621541375429,0.5991593599319458,0.009978663176298141
67,0.6208756,0.005046176766040656,0.5822452902793884,0.005331861786544323
68,0.6212826,0.00502754649748831,0.5945626497268677,0.0061453282833099365
69,0.6209922,0.005044491682527682,0.5856549143791199,0.016751356422901154
70,0.6218992,0.005027829796109374,0.5668028593063354,0.005801578518003225
71,0.6220641,0.005028161328120208,0.5823572278022766,0.006727576721459627
72,0.62182677,0.005025211739678399,0.6039997935295105,0.0069776615127921104
73,0.62234014,0.005016684283879024,0.5818542838096619,0.005394641309976578
74,0.6221868,0.005018024814579703,0.580344021320343,0.00674185436218977
75,0.6229873,0.005013249901762637,0.5944162607192993,0.005509393289685249
76,0.6227152,0.0050082821604262254,0.5980286002159119,0.00939125008881092
77,0.6225408,0.005014207180131463,0.5943560004234314,0.004482261836528778
78,0.62269527,0.005006901124370462,0.5990316867828369,0.004054911434650421
79,0.6229325,0.005006337006327499,0.6007258296012878,0.006091292481869459
80,0.6233715,0.004997560363490768,0.6027154326438904,0.00529832486063242
81,0.6231498,0.0049917783595438995,0.6035661697387695,0.0043347058817744255
82,0.6238067,0.004987567949909424,0.6007491946220398,0.006653012707829475
83,0.6234613,0.004999648841495085,0.5953301191329956,0.005452675279229879
84,0.6237166,0.004986105900561442,0.5848626494407654,0.005350637249648571
85,0.62397444,0.004974958752591992,0.605579137802124,0.0054947445169091225
86,0.6247046,0.004996049462372896,0.6152687668800354,0.005357465706765652
87,0.62385285,0.004985149277217786,0.6052040457725525,0.00580018013715744
88,0.62533736,0.004975404857553365,0.5949969291687012,0.00448499945923686
89,0.6239869,0.004994672026835744,0.6098973155021667,0.003926570061594248
90,0.6256677,0.004961787858132022,0.5986782312393188,0.006125372834503651
91,0.62469757,0.004976761657878166,0.5999768376350403,0.005710470024496317
