epoch,accuracy,loss,val_accuracy,val_loss
0,0.2555120289325714,2.1182377338409424,0.298921138048172,2.027923107147217
1,0.295667827129364,1.9259390830993652,0.3080357015132904,2.059966564178467
2,0.3275555670261383,1.8487956523895264,0.300967276096344,2.219095468521118
3,0.3532252311706543,1.7796036005020142,0.3054315447807312,2.3505213260650635
4,0.36919188499450684,1.7315171957015991,0.3098958432674408,2.2836215496063232
5,0.387253999710083,1.683281660079956,0.3258928656578064,2.1195003986358643
6,0.4045872688293457,1.640612244606018,0.297061026096344,2.4075047969818115
7,0.4175701439380646,1.6090619564056396,0.3452380895614624,2.046198606491089
8,0.4306669235229492,1.5786397457122803,0.3284970223903656,2.2013049125671387
9,0.4453125,1.541090488433838,0.3292410671710968,2.0983471870422363
10,0.4582270383834839,1.5122652053833008,0.3722098171710968,2.0341179370880127
11,0.47394314408302307,1.4805405139923096,0.359561026096344,2.031982898712158
12,0.48528608679771423,1.4490467309951782,0.363095223903656,2.038766860961914
13,0.5006150007247925,1.4140629768371582,0.369233638048172,1.9971784353256226
14,0.5133700966835022,1.3946605920791626,0.4095982015132904,1.8533861637115479
15,0.5238246917724609,1.365867018699646,0.4233630895614624,1.774818778038025
16,0.5341882109642029,1.338629126548767,0.4587053656578064,1.7102352380752563
17,0.5472849607467651,1.3123000860214233,0.3813244104385376,1.9722051620483398
18,0.5539358854293823,1.2825565338134766,0.453311026096344,1.7251551151275635
19,0.5636616349220276,1.2642861604690552,0.498139888048172,1.5747649669647217
20,0.5751184225082397,1.2403395175933838,0.51171875,1.514119029045105
21,0.5856186151504517,1.215419888496399,0.4758184552192688,1.6460574865341187
22,0.5931805968284607,1.1937516927719116,0.4970238208770752,1.60870361328125
23,0.6029974222183228,1.1711031198501587,0.492373526096344,1.622144103050232
24,0.6088283658027649,1.155197024345398,0.5344122052192688,1.5021032094955444
25,0.6124043464660645,1.134506106376648,0.5027901530265808,1.612052321434021
26,0.6217429041862488,1.1163114309310913,0.5613839030265808,1.4074188470840454
27,0.6288720965385437,1.0996204614639282,0.5213913917541504,1.5467931032180786
28,0.6318330764770508,1.08760666847229,0.5811011791229248,1.3524912595748901
29,0.6443376541137695,1.0647138357162476,0.5459449291229248,1.4765013456344604
30,0.6483463644981384,1.0532183647155762,0.5734747052192688,1.4266719818115234
31,0.654222846031189,1.0318942070007324,0.5513392686843872,1.4699792861938477
32,0.6618075966835022,1.0121791362762451,0.5796130895614624,1.3825174570083618
33,0.6640625,1.0041882991790771,0.5984002947807312,1.3502494096755981
34,0.6689823269844055,0.992434024810791,0.550967276096344,1.5133124589920044
35,0.6740843653678894,0.9781324863433838,0.59375,1.364105463027954
36,0.6802113652229309,0.9578324556350708,0.5950520634651184,1.3668363094329834
37,0.6871128082275391,0.9416416883468628,0.6101190447807312,1.329954743385315
38,0.6936042308807373,0.9293140769004822,0.5946800708770752,1.3964704275131226
39,0.6980229616165161,0.9152481555938721,0.597284197807312,1.3760255575180054
40,0.702305018901825,0.906567394733429,0.5969122052192688,1.3831735849380493
41,0.7074070572853088,0.892440140247345,0.6034226417541504,1.3922975063323975
42,0.7082270383834839,0.8821759223937988,0.61328125,1.3413015604019165
43,0.7145817875862122,0.868828535079956,0.6103050708770752,1.3649712800979614
44,0.7203215956687927,0.8508291840553284,0.6294642686843872,1.333126187324524
45,0.7223942875862122,0.8428696990013123,0.6272321343421936,1.3015120029449463
46,0.7269952893257141,0.8320729732513428,0.605096697807312,1.3623101711273193
47,0.7294551730155945,0.8225863575935364,0.6220238208770752,1.344974398612976
48,0.7346938848495483,0.8091201186180115,0.6218377947807312,1.3459234237670898
49,0.7364704608917236,0.7979608178138733,0.6359747052192688,1.2880809307098389
50,0.743121325969696,0.7867451906204224,0.6333705186843872,1.32137131690979
51,0.7445563077926636,0.7781055569648743,0.6216517686843872,1.366087555885315
52,0.7507744431495667,0.762981116771698,0.6424851417541504,1.334848165512085
53,0.7559220194816589,0.7513328790664673,0.6385788917541504,1.3241016864776611
54,0.7554664611816406,0.7432472705841064,0.6337425708770752,1.3968255519866943
55,0.7610012888908386,0.7287835478782654,0.636346697807312,1.355163812637329
56,0.762641191482544,0.7235252261161804,0.6227678656578064,1.4064199924468994
57,0.7709547877311707,0.7004239559173584,0.640997052192688,1.3753007650375366
58,0.7725947499275208,0.699581503868103,0.6313244104385376,1.3762508630752563
59,0.7746219038963318,0.6910411715507507,0.6266741156578064,1.4250853061676025
60,0.7812727689743042,0.6746068596839905,0.6298363208770752,1.3758504390716553
61,0.7800200581550598,0.6785093545913696,0.6356026530265808,1.380031943321228
62,0.7853953838348389,0.6648943424224854,0.6478794813156128,1.3681696653366089
63,0.7888575196266174,0.6500583291053772,0.6493675708770752,1.3513087034225464
64,0.7896319031715393,0.6506512761116028,0.6356026530265808,1.4429880380630493
65,0.7971483469009399,0.6304102540016174,0.651971697807312,1.3892675638198853
66,0.7995399236679077,0.6195741295814514,0.6383928656578064,1.4079557657241821
67,0.8007470965385437,0.6145356893539429,0.65234375,1.386072039604187
68,0.8052341341972351,0.6042537689208984,0.6499255895614624,1.4257365465164185
69,0.8052341341972351,0.5986099243164062,0.6502976417541504,1.4007385969161987
70,0.8080129623413086,0.5912091135978699,0.6614583134651184,1.3825654983520508
71,0.8123177886009216,0.5830713510513306,0.6545758843421936,1.3770148754119873
72,0.8122266530990601,0.574456512928009,0.6549479365348816,1.4138988256454468
73,0.8171692490577698,0.5635948777198792,0.6573660969734192,1.375880241394043
74,0.8187181353569031,0.5514711141586304,0.6609002947807312,1.3829275369644165
75,0.8255739808082581,0.5447323322296143,0.6648065447807312,1.4090311527252197
76,0.8255739808082581,0.542883574962616,0.6579241156578064,1.4270436763763428
77,0.8281933069229126,0.5281580686569214,0.6473214030265808,1.4152568578720093
78,0.8296282887458801,0.5261476635932922,0.6640625,1.3955433368682861
79,0.831496000289917,0.5208941102027893,0.663876473903656,1.3809171915054321
80,0.8355958461761475,0.5126524567604065,0.6627604365348816,1.3848274946212769
81,0.8370991349220276,0.5023882985115051,0.6696428656578064,1.4072834253311157
82,0.840378999710083,0.4938073456287384,0.6612723469734192,1.3931543827056885
83,0.8457316160202026,0.48195984959602356,0.6631324291229248,1.4065332412719727
84,0.8437044620513916,0.4836594760417938,0.6627604365348816,1.455654263496399
85,0.8445244431495667,0.47875750064849854,0.664434552192688,1.4183329343795776
86,0.8523597121238708,0.4586092531681061,0.6698288917541504,1.4490553140640259
87,0.8487837314605713,0.46852806210517883,0.659970223903656,1.4726860523223877
88,0.8521546721458435,0.4494519531726837,0.6616443395614624,1.4483108520507812
89,0.8540907502174377,0.4508473873138428,0.6670386791229248,1.4933420419692993
90,0.8608099222183228,0.4374656677246094,0.6733630895614624,1.476802945137024
91,0.8590105772018433,0.4371502995491028,0.6703869104385376,1.4675891399383545
92,0.8582361340522766,0.4344637989997864,0.6737351417541504,1.463348627090454
93,0.8688274621963501,0.4111456573009491,0.6731770634651184,1.5057934522628784
94,0.8665497303009033,0.4150049090385437,0.6741071343421936,1.4979065656661987
95,0.8685085773468018,0.4093799591064453,0.6765252947807312,1.4843915700912476
96,0.8690552115440369,0.40452852845191956,0.6655505895614624,1.4835675954818726
97,0.8724034428596497,0.3957526981830597,0.6735491156578064,1.517359733581543
98,0.8735878467559814,0.39444035291671753,0.671688973903656,1.4887396097183228
99,0.8777787685394287,0.3813198506832123,0.6694568395614624,1.5199353694915771
100,0.8782798647880554,0.3800596594810486,0.667782723903656,1.4885354042053223
101,0.8773460388183594,0.38130757212638855,0.6778273582458496,1.4864197969436646
102,0.8801703453063965,0.37419813871383667,0.675409197807312,1.4901634454727173
103,0.8814231157302856,0.3724817931652069,0.6692708134651184,1.5298367738723755
104,0.8813547492027283,0.3659871220588684,0.675967276096344,1.5314983129501343
105,0.8836552500724792,0.3628617525100708,0.69140625,1.4556078910827637
106,0.8894861340522766,0.3445100784301758,0.6828497052192688,1.5133857727050781
107,0.889805018901825,0.34474584460258484,0.6848958134651184,1.5193374156951904
108,0.8904427886009216,0.3444647192955017,0.6741071343421936,1.5375620126724243
109,0.8926976919174194,0.33615782856941223,0.6772693395614624,1.5454826354980469
110,0.8932443261146545,0.3343396782875061,0.6735491156578064,1.5229616165161133
111,0.8936543464660645,0.33357101678848267,0.6742931604385376,1.5404083728790283
112,0.897367000579834,0.3256220817565918,0.6772693395614624,1.5626146793365479
113,0.897093653678894,0.32552552223205566,0.6808035969734192,1.509476661682129
114,0.8979591727256775,0.3168695867061615,0.6776413917541504,1.5801044702529907
115,0.9018312692642212,0.31307074427604675,0.68359375,1.5835331678390503
116,0.9007835388183594,0.31777650117874146,0.6847098469734192,1.5159153938293457
117,0.9037217497825623,0.30395397543907166,0.6707589030265808,1.632065773010254
118,0.9027879238128662,0.30336353182792664,0.6858258843421936,1.5524953603744507
119,0.9020134806632996,0.30422109365463257,0.6869419813156128,1.5726667642593384
120,0.9061816930770874,0.2936786711215973,0.6830357313156128,1.5736926794052124
121,0.9087782502174377,0.2877576947212219,0.6847098469734192,1.536935567855835
122,0.9098259806632996,0.28706690669059753,0.6824776530265808,1.6501662731170654
123,0.9096893072128296,0.28461921215057373,0.6904761791229248,1.5533360242843628
124,0.9122175574302673,0.2763862609863281,0.687313973903656,1.5641424655914307
125,0.9124225378036499,0.2754700183868408,0.676153302192688,1.571968674659729
126,0.9124453067779541,0.27476635575294495,0.6787574291229248,1.6168543100357056
127,0.9130603075027466,0.27111899852752686,0.6826636791229248,1.5865236520767212
128,0.914882481098175,0.26604729890823364,0.6809895634651184,1.6302663087844849
129,0.9171829223632812,0.2649337649345398,0.683407723903656,1.5804924964904785
130,0.9171146154403687,0.25814300775527954,0.679873526096344,1.6312296390533447
131,0.9190962314605713,0.2605394423007965,0.6772693395614624,1.5888935327529907
132,0.9182307124137878,0.25984546542167664,0.6884300708770752,1.585752248764038
133,0.9202578067779541,0.2519916892051697,0.6778273582458496,1.6395952701568604
134,0.9188001155853271,0.2531943619251251,0.6895461082458496,1.559112787246704
135,0.9229227304458618,0.2489287257194519,0.6923363208770752,1.5644575357437134
136,0.922831654548645,0.24561060965061188,0.6861979365348816,1.6652241945266724
137,0.9246537685394287,0.24029605090618134,0.6904761791229248,1.6125907897949219
138,0.9235605001449585,0.24010543525218964,0.6856398582458496,1.5927623510360718
139,0.927523672580719,0.2358769029378891,0.6928943395614624,1.5975314378738403
140,0.9280247688293457,0.23119914531707764,0.6977306604385376,1.6101993322372437
141,0.9285942316055298,0.22705386579036713,0.6815476417541504,1.6212999820709229
142,0.9285030961036682,0.22560125589370728,0.683407723903656,1.599034070968628
143,0.9281614422798157,0.23065710067749023,0.683965802192688,1.611924171447754
144,0.9287992119789124,0.22829581797122955,0.6847098469734192,1.6097310781478882
145,0.9320335388183594,0.22142943739891052,0.6889880895614624,1.6000854969024658
146,0.9307352304458618,0.22109642624855042,0.6850818395614624,1.6509946584701538
147,0.9303252696990967,0.22396565973758698,0.6822916865348816,1.6752985715866089
