epoch,acc,loss,val_acc,val_loss
0,0.917717889908,0.212814139465,0.968012339056,0.0873500050761
1,0.960693807339,0.106870650341,0.979412553648,0.0582220353058
2,0.970756880734,0.0825249066816,0.983234978541,0.0506427881164
3,0.973767201835,0.0729475044586,0.98035139485,0.0600956136924
4,0.979013761468,0.0596399013953,0.98517972103,0.0464166942304
5,0.981651376147,0.0541170306145,0.977266630901,0.0727901879634
6,0.983142201835,0.0488124478643,0.987057403433,0.0403925906607
7,0.98431766055,0.0456115008708,0.983972639485,0.0503382235606
8,0.985263761468,0.0406459246745,0.983100858369,0.0509836793804
9,0.98684059633,0.0397806183572,0.987325643777,0.040063761405
10,0.987872706422,0.0352375420242,0.987526824034,0.0393157071107
11,0.98755733945,0.035188904799,0.986655042918,0.044092733331
12,0.989019495413,0.0312667674317,0.984844420601,0.0533947120051
13,0.989248853211,0.0318287104881,0.98517972103,0.0488266943221
14,0.990481651376,0.028908842538,0.987795064378,0.0399538976107
15,0.990395642202,0.0289525851748,0.984106759657,0.0576140479172
16,0.99128440367,0.0256018775917,0.984844420601,0.0543234177356
17,0.992201834862,0.0232574352544,0.986990343348,0.0463963677138
18,0.990883027523,0.0265816329818,0.988331545064,0.0417733739941
19,0.992115825688,0.0232937750475,0.985582081545,0.0522662453761
20,0.992259174312,0.0222732941633,0.987258583691,0.0456991228108
21,0.993577981651,0.020227304824,0.989002145923,0.041970312115
22,0.992431192661,0.0228780236715,0.987258583691,0.0465465832374
23,0.992746559633,0.0214899286703,0.988264484979,0.0418008939958
24,0.992775229358,0.0203941346757,0.985850321888,0.0502155478961
25,0.994208715596,0.0174459958556,0.987728004292,0.0456706360613
26,0.994266055046,0.0183523469699,0.987728004292,0.0472762387796
27,0.993836009174,0.0191094095079,0.986990343348,0.048909648699
28,0.994094036697,0.0169435119006,0.987191523605,0.0485189153359
29,0.994638761468,0.0169407988608,0.986051502146,0.0525905631727
30,0.995097477064,0.0150120746562,0.987124463519,0.0464455191496
31,0.993922018349,0.018322421202,0.988331545064,0.0428061731805
32,0.994495412844,0.0164096541207,0.987862124464,0.0464448490001
33,0.995097477064,0.0142111496747,0.987996244635,0.0486455113435
34,0.994294724771,0.0171320887419,0.988868025751,0.0437210735958
35,0.99561353211,0.014233000908,0.988063304721,0.0486309691059
36,0.995298165138,0.0147732277055,0.987258583691,0.04648065003
37,0.995842889908,0.0115959659088,0.987124463519,0.0483364371644
38,0.995298165138,0.014190948172,0.989270386266,0.0433128730514
39,0.994638761468,0.0155877678655,0.987862124464,0.0433460903487
40,0.994782110092,0.0150231270106,0.98759388412,0.0460453721441
41,0.995183486239,0.0144438138687,0.987526824034,0.0455169779031
42,0.995068807339,0.0137290458728,0.98678916309,0.0489221671918
43,0.994581422018,0.0147818593376,0.987392703863,0.0464898572285
44,0.995900229358,0.0129842619173,0.988868025751,0.043319758738
45,0.995842889908,0.0127173690545,0.989136266094,0.0419099007346
46,0.995900229358,0.0127463610204,0.987862124464,0.0482440591903
47,0.995642201835,0.0129613076147,0.987929184549,0.0471371546824
48,0.996186926606,0.0123662399313,0.988197424893,0.0467817494147
49,0.996473623853,0.0108740086876,0.988800965665,0.0460168160401
50,0.996473623853,0.0111290835258,0.987124463519,0.0489920669568
51,0.996731651376,0.010274722918,0.988264484979,0.0444950683509
52,0.995785550459,0.0127497328739,0.988063304721,0.047641367374
53,0.996875,0.00992800910069,0.989270386266,0.0418522872481
54,0.996502293578,0.0106927512422,0.988935085837,0.0456129700203
55,0.996416284404,0.0105536596697,0.989672746781,0.0426344643459
56,0.996875,0.00980173659569,0.988465665236,0.0476233585169
57,0.996961009174,0.00935401541572,0.989337446352,0.0428702151716
58,0.997104357798,0.00926801059438,0.987392703863,0.0527693067194
59,0.996473623853,0.0105072905568,0.987862124464,0.0500625459615
60,0.997333715596,0.00871000817866,0.989471566524,0.0447564731373
61,0.996588302752,0.0102576528166,0.987124463519,0.0530259280986
62,0.99627293578,0.0107208266333,0.987862124464,0.0486979345589
63,0.996875,0.00905584360274,0.985850321888,0.0562980265858
64,0.99681766055,0.00916883585923,0.988264484979,0.0465270302011
65,0.996760321101,0.00931255777357,0.987526824034,0.048112869327
66,0.997391055046,0.00884857656848,0.989538626609,0.041971507925
67,0.996559633028,0.0105975594806,0.988666845494,0.0513240437845
68,0.997018348624,0.00961345058878,0.989270386266,0.0473170769716
69,0.997620412844,0.00781884964613,0.989672746781,0.0432947853633
70,0.997505733945,0.00787081702601,0.989605686695,0.0420273960163
71,0.997735091743,0.00795515465444,0.988465665236,0.0486576024778
72,0.997448394495,0.00831348975851,0.990142167382,0.040366601245
73,0.997104357798,0.00899736790356,0.989069206009,0.0437070628648
74,0.997391055046,0.00773262165582,0.989270386266,0.0456628629491
75,0.997391055046,0.0089747439938,0.988532725322,0.0497760833106
76,0.997821100917,0.00716925432431,0.989940987124,0.0418044973199
77,0.997878440367,0.00739842914221,0.99000804721,0.0449356519025
78,0.997677752294,0.00714402369538,0.988868025751,0.0487869553808
79,0.997591743119,0.00747572387117,0.986722103004,0.0609066933392
80,0.997735091743,0.00737706327097,0.990209227468,0.0426226929803
81,0.997935779817,0.00741673937153,0.98839860515,0.0501145167929
82,0.997247706422,0.00899790807065,0.989806866953,0.0466243646417
83,0.997563073394,0.00800133377,0.990142167382,0.0410572817317
84,0.997563073394,0.00803892293052,0.987660944206,0.050705525088
85,0.997849770642,0.00652764044876,0.988800965665,0.0499169161773
86,0.997907110092,0.00639198742505,0.987660944206,0.0491545712303
87,0.997448394495,0.00779587409588,0.988331545064,0.0477345593932
88,0.997993119266,0.00682762095757,0.987526824034,0.0516238342593
89,0.998021788991,0.00612592594634,0.989806866953,0.042773643775
90,0.997677752294,0.00755289617596,0.98920332618,0.0458785074109
91,0.997563073394,0.00758035294615,0.990276287554,0.0431692936509
92,0.997706422018,0.00687515508168,0.989002145923,0.0438891863654
93,0.99807912844,0.00594838557673,0.988063304721,0.0524076565708
94,0.99747706422,0.00818251026196,0.989337446352,0.043024408091
95,0.997563073394,0.0072088852576,0.988331545064,0.0429966270318
96,0.997993119266,0.00586888804341,0.990276287554,0.0398784748536
97,0.997448394495,0.00829027782418,0.989337446352,0.0415529366993
98,0.997907110092,0.00615221226172,0.989270386266,0.0458794013846
99,0.997792431193,0.00790203122805,0.989605686695,0.0441142915335
100,0.998308486239,0.00542994671947,0.98920332618,0.0452915233662
101,0.997649082569,0.00731839290484,0.989337446352,0.0448556630646
102,0.998107798165,0.00603045149265,0.987929184549,0.0477651840014
103,0.998107798165,0.00589465805561,0.989404506438,0.044647528443
104,0.99807912844,0.00587073201137,0.990410407725,0.0389222526084
