epoch,acc,loss,val_acc,val_loss
0,0.907355305466238,0.2597784151314156,0.9612418831168831,0.11185118853562064
1,0.9528235530546624,0.1283107799181409,0.9703733766233766,0.08031890253451737
2,0.963725884244373,0.0988868843716153,0.9768668831168831,0.0647234484166294
3,0.9692021704180064,0.08578141497214507,0.976461038961039,0.0635599577980866
4,0.9722166398713826,0.07295463130572792,0.9811282467532467,0.05499378544000256
5,0.9764871382636656,0.061529168424906265,0.9762581168831169,0.06961039532363028
6,0.9798030546623794,0.055922310290277194,0.981737012987013,0.052055509606763334
7,0.9816619774919614,0.049970355033095916,0.9823457792207793,0.056225908811312994
8,0.9830184887459807,0.04755443702541723,0.9853896103896104,0.040890509973268034
9,0.9839730707395499,0.04257952168784509,0.9831574675324676,0.04659863145018069
10,0.9839228295819936,0.04333584480155319,0.976461038961039,0.0721784007324317
11,0.9860831993569131,0.03794510301930225,0.9849837662337663,0.050156643190844494
12,0.9878416398713826,0.03638061392121017,0.9851866883116883,0.048624670517014024
13,0.9877411575562701,0.03483279222634492,0.9847808441558441,0.04630122030329249
14,0.9877913987138264,0.03398398941733135,0.981939935064935,0.06342071288132242
15,0.988846463022508,0.031782345524000846,0.9864042207792207,0.041876403245978154
16,0.9894493569131833,0.029573277985808884,0.9825487012987013,0.057686472976846356
17,0.9902532154340836,0.028584131960894828,0.9857954545454546,0.054122819220526266
18,0.9903034565916399,0.027609984482896074,0.9837662337662337,0.05862949126212579
19,0.9910570739549839,0.027240611350020077,0.9839691558441559,0.05974180317882981
20,0.99070538585209,0.025967959148009753,0.986810064935065,0.048961852219064614
21,0.9911575562700965,0.025569260168305546,0.9847808441558441,0.05066051129206362
22,0.9909063504823151,0.02480106243704239,0.981737012987013,0.06632517498400813
23,0.9912077974276527,0.024140153261773,0.9851866883116883,0.054720771527704
24,0.991258038585209,0.024583701803453768,0.981939935064935,0.06748966249643354
25,0.9926647909967846,0.022771619990246423,0.9811282467532467,0.0684973020333337
26,0.9930164790996785,0.022592113922287223,0.9857954545454546,0.053198367000448624
