epoch,f1_metrics,loss,precision,recall,val_f1_metrics,val_loss,val_precision,val_recall
0,0.4902318,0.7115534128245593,0.43540472,0.64896095,0.5344058275222778,0.7179867029190063,0.4724770188331604,0.6773176193237305
1,0.5738789,0.6060514300751835,0.52556884,0.66891515,0.5825947523117065,0.5262589454650879,0.5711439847946167,0.6240524649620056
2,0.59812886,0.5728218714220608,0.5586444,0.67325306,0.5935475826263428,0.8332281708717346,0.5880075693130493,0.6249944567680359
3,0.6210089,0.5472136606111844,0.5839489,0.68699276,0.57506263256073,0.6577412486076355,0.5213326811790466,0.6730784177780151
4,0.63158953,0.5259853638786041,0.59185046,0.69820416,0.5797770023345947,0.6113694310188293,0.5222382545471191,0.6823375821113586
5,0.64532197,0.5142624706277729,0.610655,0.7034272,0.5982312560081482,0.6729071736335754,0.5611504316329956,0.662112295627594
6,0.6545135,0.49984192206928985,0.6182715,0.71290237,0.6093133687973022,0.24528297781944275,0.5862764120101929,0.6543183326721191
7,0.662156,0.48874991687630415,0.62682414,0.71782213,0.6151866316795349,1.02249276638031,0.578933835029602,0.6742826700210571
8,0.67173815,0.4783665963028424,0.6364488,0.72670937,0.6145532727241516,0.5503441095352173,0.5906980633735657,0.6569833159446716
9,0.67740077,0.47145541828598153,0.6434225,0.7296047,0.6264567971229553,0.7046003341674805,0.6113588213920593,0.6605218648910522
10,0.68336755,0.46378954580506765,0.6511982,0.7324735,0.6142052412033081,1.0619511604309082,0.5891494154930115,0.6590818166732788
11,0.69215167,0.454962681769829,0.66113406,0.74018395,0.6128541231155396,1.037880301475525,0.5848758220672607,0.6634108424186707
12,0.69350094,0.4506737980333287,0.6619352,0.7415085,0.6185003519058228,0.6536399126052856,0.5799038410186768,0.6815146207809448
13,0.7009346,0.4399410277883873,0.66996473,0.74653083,0.6111603379249573,0.6852369904518127,0.5718618631362915,0.6761496663093567
14,0.7045151,0.43697740668876256,0.67462265,0.74878126,0.6216368675231934,0.6690770387649536,0.6015089750289917,0.6604737043380737
15,0.70997465,0.43012123772576294,0.6797834,0.75420946,0.6286928057670593,1.0121536254882812,0.5947230458259583,0.6834099888801575
16,0.71414304,0.42783410315887843,0.68508786,0.75729984,0.6228485703468323,0.46629825234413147,0.5909566283226013,0.6766778230667114
17,0.718171,0.425566688985438,0.68822473,0.7620645,0.622121274471283,0.6949244141578674,0.5824790000915527,0.6880611181259155
18,0.7244064,0.41705818186182986,0.69570506,0.76683575,0.6335862874984741,0.6066096425056458,0.6123118996620178,0.673764169216156
19,0.72699964,0.4123619502708471,0.6982005,0.76864254,0.6262285709381104,0.7186735272407532,0.5889946818351746,0.686855137348175
20,0.7300009,0.4104157910602876,0.7018788,0.77122205,0.6318811178207397,0.1700958013534546,0.6003149747848511,0.6853950619697571
21,0.7341228,0.40497182229080714,0.70686877,0.77358353,0.6379076242446899,0.365866482257843,0.6230709552764893,0.6679030060768127
22,0.7365389,0.40326006496770467,0.7094071,0.77541786,0.6460619568824768,0.8417075872421265,0.6305341124534607,0.6776109933853149
23,0.73874533,0.39860318219308544,0.7106383,0.7788523,0.6433315277099609,0.7898240089416504,0.6311958432197571,0.671772837638855
24,0.7455354,0.3948598986572882,0.7198238,0.78277326,0.6425175666809082,0.5058301687240601,0.6176329851150513,0.6865586042404175
25,0.7474741,0.38793235817409105,0.72090274,0.7845971,0.6359224915504456,1.012181282043457,0.604516863822937,0.6886194348335266
26,0.748056,0.3884567661431624,0.7205937,0.7866627,0.6439995169639587,0.32625317573547363,0.6246435046195984,0.6822876334190369
27,0.7521753,0.38492047692225034,0.725877,0.7890659,0.6446412801742554,0.8306679725646973,0.6216459274291992,0.6862333416938782
28,0.7538749,0.38284913800548365,0.7287648,0.78949654,0.6432557106018066,0.5643961429595947,0.6193886995315552,0.6877454519271851
29,0.75427645,0.3810781853083761,0.7292477,0.78987557,0.6420209407806396,0.4688526391983032,0.6212515830993652,0.6811250448226929
30,0.757045,0.3786647543466017,0.7326181,0.7912146,0.6457347273826599,0.8193953037261963,0.6169207096099854,0.6948259472846985
31,0.7592465,0.37650190788687143,0.7336981,0.79490554,0.6424210667610168,0.49129676818847656,0.6150036454200745,0.6918004155158997
32,0.76052284,0.37301516502692894,0.73441607,0.7968238,0.6475918292999268,0.36071521043777466,0.6249324679374695,0.6888807415962219
33,0.7601502,0.37096622546751384,0.7354219,0.7946205,0.6463216543197632,0.9683316946029663,0.6222401857376099,0.6887755990028381
34,0.76589394,0.36712920177038644,0.7416409,0.7994454,0.6441929936408997,1.016471028327942,0.6129699349403381,0.6976915597915649
35,0.76596737,0.3665417139253844,0.74095106,0.80031854,0.6537058353424072,0.6496967077255249,0.6346136331558228,0.6906470060348511
36,0.7706267,0.3629040316970953,0.7468281,0.8039206,0.6428920030593872,0.33124691247940063,0.6149802207946777,0.6940487623214722
37,0.77053446,0.36276671255545656,0.7463362,0.80468786,0.6494313478469849,0.29718053340911865,0.624373733997345,0.6941275000572205
38,0.7715021,0.35931693779579565,0.7476755,0.8045653,0.6479436755180359,0.24315309524536133,0.6156191229820251,0.7023963332176208
39,0.77355945,0.3566769541874373,0.7467847,0.8094863,0.6519788503646851,0.6331247091293335,0.6492863297462463,0.6698838472366333
40,0.77620095,0.3551264670048211,0.7522183,0.80939823,0.6458010077476501,0.1639108955860138,0.6156948804855347,0.6978549361228943
41,0.77731264,0.35508086012672485,0.7522503,0.8115227,0.658147931098938,0.4394831657409668,0.6509016752243042,0.6812087893486023
42,0.77829057,0.35332231549642934,0.7524936,0.8132915,0.6602625250816345,0.5037376284599304,0.6520599126815796,0.6850405931472778
43,0.7780282,0.35188071112963615,0.7551861,0.8097532,0.6541846394538879,0.7987885475158691,0.6240295171737671,0.704084038734436
44,0.78114367,0.34963551753059247,0.75707674,0.81438506,0.6588754653930664,0.4649086892604828,0.646835207939148,0.688567578792572
45,0.7827707,0.3471681988118468,0.75931317,0.81488377,0.6587576270103455,0.6051431894302368,0.6361881494522095,0.69976806640625
46,0.7810857,0.34601807021177733,0.756163,0.8145551,0.6587100028991699,0.7895810008049011,0.6378062963485718,0.6994832754135132
47,0.7855076,0.34531679571356444,0.7612062,0.8185948,0.6595950722694397,0.3899703919887543,0.6406999826431274,0.6955278515815735
48,0.78381044,0.34325535813048325,0.76043034,0.81538045,0.6546335220336914,0.7900499105453491,0.6305434703826904,0.6989748477935791
49,0.78577954,0.3410937686890302,0.76207095,0.8179354,0.6514703035354614,0.48166027665138245,0.6220032572746277,0.7035413980484009
50,0.7869625,0.33794964726805193,0.7647161,0.8168936,0.6507405638694763,1.0321846008300781,0.61316978931427,0.7135183215141296
51,0.78558743,0.339618966448084,0.76212156,0.81720835,0.6596423983573914,1.0722236633300781,0.6449655294418335,0.692435622215271
52,0.78848773,0.3380695684288247,0.7660438,0.81886196,0.6563637852668762,1.0724267959594727,0.6227163076400757,0.7124420404434204
53,0.7900006,0.3355269782678873,0.7664456,0.8210499,0.6620123386383057,0.4340287744998932,0.6419010758399963,0.7005549669265747
54,0.7910071,0.33259803989201225,0.76738036,0.822065,0.66334468126297,0.35252171754837036,0.644316554069519,0.6989386677742004
55,0.7896114,0.33383420243735373,0.76549363,0.8217008,0.6640351414680481,0.680126965045929,0.6423434019088745,0.7033395767211914
56,0.7926491,0.3312995735780489,0.77113694,0.8220724,0.6539782881736755,0.7328181266784668,0.6216670274734497,0.7084413766860962
57,0.79254127,0.3342882189899683,0.7695269,0.8232917,0.6604224443435669,1.0074371099472046,0.6442942023277283,0.6954073309898376
58,0.7934101,0.33147963119783047,0.77107716,0.82382596,0.6660393476486206,0.22055423259735107,0.6585269570350647,0.6894415616989136
