epoch,f_mera,loss,val_f_mera,val_loss
0,0.4860443,0.0086304225297654,0.5497464537620544,0.008068527539594555
1,0.56249255,0.007144144874594396,0.6023200154304504,0.006786432364990689
2,0.59090596,0.00661380540401626,0.5696911811828613,0.006682257064319444
3,0.59711295,0.006361370912527497,0.6000527739524841,0.006379832964355372
4,0.6040674,0.006217437751214168,0.6141281127929688,0.00634747612518522
5,0.6102983,0.00609973792537623,0.6013889312744141,0.006176196489447974
6,0.61160654,0.006010718848040098,0.6322891712188721,0.006081706600896311
7,0.6191801,0.005931160268949247,0.628279447555542,0.005998466605812592
8,0.619689,0.005875446598021963,0.6483134031295776,0.006019045106785477
9,0.6233466,0.005822508474595779,0.6091921925544739,0.005977385354948775
10,0.6268806,0.005775380765914721,0.644874095916748,0.005813870243376719
11,0.6295258,0.005728510634009488,0.6534580588340759,0.0058636928741591715
12,0.6296998,0.005707176860407845,0.642594039440155,0.005795982931652721
13,0.6342905,0.005631141005686651,0.6415619850158691,0.0057440119628566055
14,0.635645,0.005592574791921199,0.6236404776573181,0.005718058658728622
15,0.6382699,0.005555095831506988,0.6323214173316956,0.005693747790284314
16,0.6382689,0.005556311919400007,0.6428212523460388,0.0056317112021991664
17,0.64034104,0.005510922077426731,0.6533743143081665,0.005660484139016777
18,0.6434809,0.005500583056849539,0.6448044180870056,0.0056570210344738
19,0.641901,0.005483713291694341,0.6508215069770813,0.005784685900083409
20,0.6435932,0.005450995155765828,0.6642533540725708,0.005691970144134929
21,0.64548564,0.0054312283682554805,0.6452202200889587,0.005566723274840217
22,0.64573747,0.005414678284465062,0.6259946227073669,0.005678177866557578
23,0.64789826,0.0053869568225117515,0.6568589806556702,0.005530967770741795
24,0.6498187,0.0053624961573179135,0.6504254341125488,0.0055242662607990906
25,0.65136445,0.005342055871439362,0.6525757908821106,0.005469454531909301
26,0.6515678,0.005320924915334977,0.6602683067321777,0.0054711638730159905
27,0.65230143,0.005290269226607048,0.6626543998718262,0.005474027817770136
28,0.6534071,0.005269626814285979,0.6397153735160828,0.005452373964307865
29,0.6531653,0.005266206204174795,0.6673137545585632,0.00543620996528639
30,0.6558662,0.005233454632746175,0.6616714596748352,0.00537390212159393
31,0.6566923,0.005216222349583573,0.6509354710578918,0.0053763282164615
32,0.6577275,0.005193680449130782,0.6706635355949402,0.0054682150821394795
33,0.65593845,0.005191600729516541,0.6488091349601746,0.005400247665842609
34,0.65818876,0.005174991040947179,0.6517682671546936,0.005349570421396561
35,0.65937805,0.0051550330076829375,0.6515836119651794,0.00533906819808455
36,0.65888566,0.005155338168802284,0.6598973274230957,0.005309744272381067
37,0.6624063,0.0051232076784274525,0.6519359946250916,0.0055076903852475986
38,0.6601208,0.0051447880623462176,0.6652979254722595,0.005290240583554754
39,0.66157633,0.005120687955648231,0.6668853163719177,0.005326345249711764
40,0.6605453,0.005120699563760331,0.640915036201477,0.005357522058810266
41,0.663496,0.005100764672842391,0.6607848405838013,0.00528911832403743
42,0.66557175,0.005081715532117721,0.6566911339759827,0.005304301848178202
43,0.6639587,0.005087069329806209,0.6656535267829895,0.005299531478206363
44,0.6647804,0.005080327831671806,0.6617729663848877,0.005325882683754108
45,0.6654659,0.00506820994540967,0.6593127250671387,0.005286039453755432
46,0.66688216,0.00505505482069463,0.6716618537902832,0.005310991822021468
47,0.66715527,0.005046985301810958,0.662593424320221,0.005282317693257388
48,0.6644617,0.00507577509135607,0.6697301864624023,0.005284911038723054
49,0.6665434,0.005053687988846254,0.6600165963172913,0.00525357534555402
50,0.66665405,0.00504989526530957,0.6648446321487427,0.005243349965345466
51,0.66765493,0.005033843917686794,0.6672483682632446,0.0052178764408278575
52,0.66965944,0.005012930315419188,0.6743162870407104,0.005278845094056484
53,0.66826624,0.005015365780424429,0.6634570360183716,0.005233977223254459
54,0.66736364,0.005020133368049375,0.6485638618469238,0.005340921926698735
55,0.6690942,0.005018252491805794,0.6759520769119263,0.005349504997742907
56,0.6685519,0.005021182428112603,0.6682482957839966,0.005267328763696945
57,0.6699214,0.005005202510306483,0.6613026857376099,0.005232808290857751
58,0.66993386,0.0049878776040182095,0.6575891971588135,0.005340963659175443
59,0.66935116,0.004998847560194901,0.6722559332847595,0.005223659892513785
60,0.6705784,0.004991761099037211,0.6648597717285156,0.0052482476343734645
61,0.6717812,0.004974256516259346,0.6509883999824524,0.005272294528659363
62,0.6694437,0.00498113475881052,0.6599432826042175,0.005233557916791091
63,0.6722017,0.004969652466736689,0.6752923727035522,0.005234336714207564
64,0.6726594,0.004952769457483149,0.6675654053688049,0.005185582907870412
65,0.6723004,0.004959998304721331,0.6644241809844971,0.0051854967991909326
66,0.6725757,0.004956889350373746,0.6717372536659241,0.005210879270233355
67,0.6714831,0.004952846779833694,0.6734678745269775,0.005176718894585546
68,0.6750404,0.004925217317123851,0.6602815389633179,0.005163252754751944
69,0.67553264,0.00492221494513517,0.6761859059333801,0.005208740845533475
70,0.6750864,0.0049206788531235305,0.6666549444198608,0.005216769871020795
71,0.67304945,0.0049256410024210474,0.6727726459503174,0.0051792631843918056
72,0.6767136,0.004912329831526421,0.6627787351608276,0.0051893316560758735
73,0.67540544,0.004909273946617868,0.6738824248313904,0.005153905247548982
74,0.67370397,0.00492250326884471,0.6680442094802856,0.005195128325513511
75,0.6749788,0.0049110105610727026,0.6712514162063599,0.0051835071901738085
76,0.67597514,0.004912685039326724,0.6688196659088135,0.005133375476272601
77,0.67466414,0.004903067494790629,0.6615599989891052,0.0052567833112025595
78,0.67594475,0.004898499773849524,0.6724202036857605,0.005183477249910247
79,0.67699564,0.004892323105439151,0.6616027355194092,0.005161466599301488
80,0.675261,0.004892107094025511,0.6652230024337769,0.005188209337252631
81,0.67692655,0.004886515746192194,0.6689611673355103,0.005162616985199868
82,0.6758683,0.004892581403918009,0.6579107046127319,0.00519488173501812
83,0.676969,0.0048849103618770345,0.6645889282226562,0.005161397405548619
84,0.67801017,0.004870095975623663,0.6698769330978394,0.005220694345738387
85,0.677655,0.004865800166210157,0.6800082325935364,0.005158068534461254
86,0.6789454,0.004861825498423901,0.6523932218551636,0.00519216303616973
87,0.67646587,0.00488006234222076,0.6682845950126648,0.005179570199271559
88,0.67735344,0.0048801080463217504,0.6597415804862976,0.0051730734260998805
89,0.67710507,0.004866172808380401,0.6725317239761353,0.0051279839260046775
90,0.6782985,0.004855084521472032,0.6642615795135498,0.0051734380916042145
91,0.67940444,0.004854611482762397,0.6655662655830383,0.00514988874014959
92,0.6790613,0.004853150735065388,0.6802771687507629,0.005172029706069602
93,0.67948526,0.004831836272770799,0.6764425039291382,0.005346862181037102
94,0.6806582,0.004834304277285553,0.6722901463508606,0.005164101753682601
